,region,city,address,id,pic_url,name,category,link,price,all_prices
45,Владимирская область,Владимир,"ул. Спасская, 1",3711690,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/aa3/h5o2bmh762nw6r4ndlaa7wbodoka860e/261_225_1/casa_venta_don_juan_bobal_rose_dry_03032023.jpg,"Вино Кампо Вента Дон Хуан Тиерра де Кастилья розовое сухое
Испания, 0.75 л., Кастилия, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kampo_venta_don_khuan_tierra_de_kastilya_rozovoe_sukhoe/,489.90 ₽,489.90 ₽; 
46,Владимирская область,Владимир,"ул. Спасская, 1",3711692,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/1e9/63t8gg8on839p2br2mfap51h91fgok16/261_225_1/casa_venta_don_juan_macabeo_semisweet.jpg,"Вино Кампо Вента Дон Хуан Тиерра де Кастилья белое полусладкое
Испания, 0.75 л., Кастилия, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kampo_venta_don_khuan_tierra_de_kastilya_beloe_polusladkoe/,489.90 ₽,489.90 ₽; 
47,Владимирская область,Владимир,"ул. Спасская, 1",3775916,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/d46/pva0otkowjmda5z9fzkczu2gfz1rgnch/261_225_1/lizard_pinot_noir_rose_t.jpg,"Вино Лизард Пино Нуар Розе розовое полусухое
Германия, 0.75 л., Рейнхессен, 11%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_lizard_pino_nuar_roze_rozovoe_polusukhoe/,489.90 ₽,489.90 ₽; 
48,Владимирская область,Владимир,"ул. Спасская, 1",3623000,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/a2b/fngrmrqc1xl2b4qhbt0r2mwnjgwti1yp/261_225_1/mukuzani_29112022.jpg,"Вино Мукузани Кахури Гвинис Марани красное сухое
Грузия, 0.75 л., Кахети, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_mukuzani_kakhuri_gvinis_marani_krasnoe_sukhoe/,489.90 ₽,489.90 ₽; 
49,Владимирская область,Владимир,"ул. Спасская, 1",3793513,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/7cb/19xbnlylkplfd607l480vwg7qdlnx6b2/261_225_1/vino_kvevri_kindzmarauli_260623.jpg,"Вино выдержанное сортовое Кахури Киндзмараули красное полусладкое
Грузия, 0.75 л., Кахети, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_vyderzhannoe_sortovoe_kakhuri_kindzmarauli_krasnoe_polusladkoe/,489.99 ₽,489.99 ₽; 
50,Владимирская область,Владимир,"ул. Спасская, 1",2884304,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/988/ldh6hzm79zfl4sw8zm3sc5sbt94xayi5/261_225_1/tenute_orvieto_glav.jpg,"Вино Тенуте Дель Неччио Орвието Классико белое сухое
Италия, 0.75 л., Умбрия, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_orvieto_klassiko_zashch_naim_bel_sukh/,499.99 ₽,499.99 ₽; 
51,Владимирская область,Владимир,"ул. Спасская, 1",3121796,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/a85/osyiznl34eyepzus7pqwqbtd17t0gyoj/261_225_1/betaneli_kinzmaraugli_140120.jpg,"Вино Бетанели Киндзмараули красное полусладкое
Грузия, 0.75 л., Кахети, 12%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kindzmarauli_zashch_naim_kr_p_slad/,499.99 ₽,499.99 ₽; 
52,Владимирская область,Владимир,"ул. Спасская, 1",3526147,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/e5e/v476kybq3ox2pnbxdxfb1x4k0ez7au66/261_225_1/calibre_cab_sauv_22122022.jpg,"Вино Калибр Каберне Совиньон Мендоса красное сухое
Аргентина, 0.75 л., Мендоса, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_kalibr_kaberne_sovinon_mendosa_krasnoe_sukhoe_/,499.99 ₽,499.99 ₽; 
53,Владимирская область,Владимир,"ул. Спасская, 1",3545584,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/ebb/gloiho35w1v7j2u3pnuff0ggevdhudu3/261_225_1/malvasia_rubicone_20102022.jpg,"Вино Пиккола Джойа Мальвазия Рубиконе ИГТ белое полусладкое
Италия, 0.75 л., Эмилия-Романья, 9%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_pikkola_dzhoya_malvaziya_rubikone_igt_beloe_polusladkoe/,499.99 ₽,499.99 ₽; 
54,Владимирская область,Владимир,"ул. Спасская, 1",3543790,https://krasnoeibeloe.servicecdn.ru/upload/resize_cache/iblock/4b9/zkqf5dk04mqbreh6fkgl88ak18ny2bnr/261_225_1/marcelino_rioja_tempranillo_30082022.jpg,"Вино Марселино Риоха красное сухое
Испания, 0.75 л., Риоха, 13.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_marselino_riokha_kat_dok_krasnoe_sukhoe/,499.99 ₽,499.99 ₽; 
55,Владимирская область,Владимир,"ул. Спасская, 1",3556282,https://krasnoeibeloe.ru/upload/iblock/d1e/gilbert-malenkaya.jpg,"Вино Бродлиф Совиньон Блан розовое сухое
ЮАР, 0.75 л., Вестерн Кейп, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_brodlif_sovinon_blan_rozovoe_polusukhoe/,499.99 ₽,499.99 ₽; 
56,Владимирская область,Владимир,"ул. Спасская, 1",3556283,https://krasnoeibeloe.ru/upload/iblock/d1e/gilbert-malenkaya.jpg,"Вино Бродлиф Совиньон Блан белое сухое
ЮАР, 0.75 л., Вестерн Кейп, 12.5%",Вино импорт,https://krasnoeibeloe.ru/catalog/vino/vino_brodlif_sovinon_blan_beloe_sukhoe/,499.99 ₽,499.99 ₽; 
