web-scraper-order,web-scraper-start-url,catecories,catecories-href,product,product-href,name,price,pic_url-src,address,pic_url_slide-src
1698357742-1736,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/5309,"Водка ЦАРСКАЯ ОРИГИНАЛЬНАЯ 40% 0,5Л",376.49 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmt5IiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--556733a7c40fa9d5d306f3daf9762d9851f3f7a7/1e249437-31e1-11ec-8169-00155d420661.jpeg
1698357745-1737,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6529,"Настойка полусладкая КАРЕЛЬСКАЯ КЛЮКВА НА КОНЬЯКЕ 38% 0,5Л",359.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFJVIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7307e2f0a274c8274b4c03e435426af43fd64d73/306a9e77-59ae-11ec-9a22-005056011b5d.jpeg
1698357747-1738,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6425,"Настойка полусладкая КАРЕЛЬСКАЯ БРУСНИКА С ПЕРЦЕМ 38% 0,5Л",359.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDlTIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1a2dc4444216c936c54872e984bf1cf7f5bac9f3/306a9e79-59ae-11ec-9a22-005056011b5d.jpeg
1698357749-1739,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/9615,"Водка БАЛЧУГ 21 ВЕК 40% 0,5Л",359.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNUp2SVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--232e67c60326ebbdb8c1c75c38ca542e51e25156/c303e017-0eb6-11ee-9a2d-005056011b5d.jpeg
1698357752-1740,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/8576,"Водка особая ХОРТА УЛЬТРА ПРЕМИУМ 40% 0,5Л",349.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTNhSUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ae8a34857c9e8da858e8f891a1756f55030eec3f/111b511e-a237-11ed-9a28-005056011b5d.jpeg
1698357754-1741,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/4247,"Водка МЯГКОВ СЕРЕБРЯНАЯ 40% 0,5Л",349.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVZYSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6813a14436ad74b70bbfbc294607f54f033ee8c3/0ed973cf-fdf8-11ed-9a2d-005056011b5d.jpeg
1698357757-1742,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/6772,"Настойка полусладкая СИББИТТЕР ДИКАЯ КОЛА 35% 0,5Л",349.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNzM0SUE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8d1e6022832043f9717fb1155bf9a99d6f77958b/3f58c6d1-bce3-11ed-9a29-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357759-1743,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/8898,"Настойка горькая ТРИ СТАРИКА 38% 0,5Л",349.99 ₽,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMkNTSVE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--15f2bf110dc8d232e8b54f410f31c31e83a62fda/3eccd6e9-27b2-11ee-9a31-005056011b5d.jpeg,Владим. обл. г.Владимир пр-кт Ленина д.62,
1698357762-1744,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/751,"Водка ХАСКИ 40% 0,5Л",349.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa21EIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4cdf08d882838d17f516e6edd633701d598f1d3b/4debebf1-0cfa-11ed-9a25-005056011b5d.jpeg
1698357764-1745,https://bristol.ru/catalog,"Водка, Настойки",https://bristol.ru/category/122,,https://bristol.ru/product/1309,"Водка ХАСКИ АРКТИК АЙС 40% 0,5Л",349.99 ₽,,Владим. обл. г.Владимир пр-кт Ленина д.62,https://api.mobile.bristol.ru/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFJCIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6130fb645d44c9d563d365364672a9652396c405/72227dd2-8a62-11ec-9a24-005056011b5d.jpeg
